id,text_avis,note,label
217,iPhone en très bonne état juste un petit beug quand je charge mais sinon parfait pour l instant,4,positif
218,Commande arrivée rapidement en parfait état. L'iPhone est conforme à ce qui était annoncé. La batterie a une capacité maximale de 91%. Il est en parfait état avec une vit de protection et son câble d'alimentation USB. A voir dans le temps d'utilisation car cela fait que quelques jours d'utilisation.,5,positif
219,Appareil impeccable. Tout est identique à l’origine,5,positif
220,Article envoyé rapidement . Bon rapport qualité prix ?,4,positif
221,Tres jolie pour un membre de ma famille.,5,positif
222,Le téléphone était arrivé en bon état la batterie a 100% mais en à peine 2 semaines ma batterie a baisser de 5% ce qui n’est pas normal sinon le reste est bien,3,neutre
223,Téléphone commande le 1er août reçu au bout de deux jours livraisons rapide très contente pour le moment aucune rayure aucun impact à voir sur le long terme,3,neutre
224,"En très bon état, proche du neuf, je suis réellement très satisfait de mon achat",5,positif
225,"Téléphone nickel arrivé en même pas 24 heures à la très bien emballé , pas de rayures, Aucun défaut et fonctionne bien .",4,positif
226,"Produit comme neuf , bien emballé , seul point négatif une batterie qui doit être en deçà d une batterie neuve .",4,positif
227,Très satisfaite du produit…,5,positif
228,"Livraison rapide, iPhone propre rien à dire pour le moment à voir par la suite mais pour l’instant très satisfaite .",5,positif
229,Je recommande vivement.,5,positif
230,Produit parfait comme décrit,5,positif
231,"Iphone reçu très rapidement et en excellent état. Très bon recondionnement, le téléphone semble neuf.",5,positif
232,Excellent Je recommande,5,positif
233,Nous avons commander l’iPhone il y a 3 mois. Il fonctionne parfaitement batterie a 100% Écran certifié IPhone Super produit je recommande le vendeur les yeux fermer !,5,positif
234,conforme à la description,5,positif
235,"Suite a un petit soucis technique avec un premier produit, j'ai pu échanger avec le vendeur et il a remédié très rapidement à mon problème en peu de temps. Merci à lui pour son professionnalisme.",5,positif
236,Je recommande vivement,5,positif
237,Excellent vendeur LINLAN très satisfaite reçu comme neuf avec 100% batterie je recommande fortement ???,5,positif
238,"Bon produit , excellent état,a voir après quelques jours livraison rapide",5,positif
239,"Surpris de l’arrivé rapide ,on dirait que c’est un téléphone tout neuf aucune rayures pas de problème.Je suis très contente de mon achat !",5,positif
240,"Très contente de la qualité , état impeccable",5,positif
241,"Le téléphone est comme neuf, aucune rayure, batterie a 100%. Vraiment impeccable. J avais pris le modèle excellent état et je ne suis pas déçue. Il était parfaitement bien emballé, dans un boîtier filmé. Le seul accessoire fourni est le câble de chargement. J avais commandé 2 téléphones, l autre avait déjà un écran de protection mais pas celui ci, mais le descriptif ne le prévoyait pas.",5,positif
242,Téléphone de très bonne qualité,5,positif
243,mes parent et ami aussi mes copain et copine,4,positif
244,"La batterie ne tient pas beaucoup, elle se décharge très vite",3,neutre
245,"Bonjour ,le portable est en très bonne état comme décrit, avoir avec le temps . C'est dommage qu'il n'y a pas les accessoires avec juste le câble de recharge sans prise .",4,positif
246,Reçu mon iPhone reconditionné comme neuf. Au top Merci,4,positif
247,écran décollé état de batterie se dégrade rapidement,2,négatif
248,J’avais un peu peur par rapport aux avis mitigé mais je suis agréablement surprise livraison en 22h seulement (j’ai commandé 14h et j’ai reçu le lendemain 12h) j’avais jamais vu ! ensuite téléphone super état de batterie 100% sans aucune rayure fonction très bien vraiment rien à dire,5,positif
249,"C'est un très bon téléphone pour don prix en dirai que ce ce n'ai pas un reconditionné, il ya le chargeur,je le conseille très fortement",5,positif
250,"Vendeur agréable et professionnel, réponse rapide. Téléphone de bonne qualité.",4,positif
251,Très bon état en revanche il chauffe très très vite à voir si il vas durer dans le temps j’espère parce que j’en ai un peu marre de devoir payer des téléphone ou de devoir réparer enfin bon voilà pour ce que j’en déduit je le recommande pck apparemment peu importe où on le paye l’iPhone 12 chauffe extrêmement vite. Déçu qu’il n’y ai pas au moins une paire d’écouteur mais en ce qui concerne le chargeur il est pas mal ! Et c’est un chargeur rapide c’est cool,4,positif
252,"Testé le Téléphone et teint pas charge et s'étain toute seule ,je suis pas contente de mon achat",2,négatif
253,Livraison rapide téléphone reçus avec le chargeur et verre trompée dommage pas eux le coque sinon état excellente je recommande merci,5,positif
254,Mitigé.... iPhone qui reboot tous seul aléatoirement au bout de 2 jours?. Bug d'appli? Batterie déjà faible? ....a voir.sinon je le retourne.,3,neutre
255,Se téléphone et parfait,4,positif
256,"Le téléphone est comme neuf, batterie 100%, aucun bug ni mauvaise performance, aucune rayure ni défauts, je recommande fort, en plus fourni avec le chargeur + une coque dommage pas de verre trempé mais sinon impeccable",5,positif
257,Tres bon article je recommande foncer pour l'acheter ! Est livrer avec une coque C'est parfait,5,positif
258,Reçu en 2 jours etat impeccable batterie ok ma fille etait ravie,5,positif
259,"bon produit , belle qualité envoi rapide",5,positif
260,Livraison rapide téléphone en parfait état rien à dire très contente,5,positif
261,Déjà bonjour je suis très déçu de mon achat qui a duré a peine un mois l'écran de l'iPhone c brisé et ne veut plus afficher ce qui est censé afficher en gros l'écran est fichu et tt noir le truc qui m'a le plus déçu c qu'il y a pas la version pour que je puisse acheter l'écran ..... Je déconseille fortement les machine de ce site c la dernière fois que je commande et AUSSi la batterie dites vous en 1 mois c -3% donc force.....,1,négatif
262,Après 2 mois d’utilisation rien à signaler mise à part la batterie qui ce décharge un peu vite . Arrivée en parfait état! Bon produit .,5,positif
263,"Reçu iPhone 12. État irréprochable ! Il est magnifique, comme neuf. Batterie capacité 100%. Tout fonctionne à merveille. J’avais choisi l’option (Excellent État) et le téléphone est conforme et fidèle à la description. Je recommande ce vendeur+++++++++++++",5,positif
264,Deux iPhone 12 un qui s’éteint sans raison toute les 30sec le deuxième a fonctionné pendant un mois il sais éteint sans raison impossible de le rallumer ????,1,négatif
265,"Je conseille fortement, et en cas de soucis le service après-vente est au top.",5,positif
266,"j’ai acheté donc un iphone 12 128 go de base vous recevez un téléphone en parfait état qui bug pas rien, moi je commande le clavier qui bug, note pas ce que j’ai tapé extrêmement déçu pour le prix que j’ai payé.",1,négatif
267,"Excellent produit, j’aime",5,positif
268,"Produit en parfait état, envoi rapide tout est confirme à la description. Je recommande",5,positif
269,"Batterie morte, bugs d'écran, problème avec la connectique de branchement, bruit dérangeants au moment des appels",1,négatif
270,"Acheter en février, jusqu'à la tout aller bien, mais depuis à peut prêt 1 mois le téléphone ce met à mal fonctionner, il n'ouvre plus les applications donc obligé d'éteindre le téléphone puis le rallumer, ne reconnaît pas quand on le met en charge, heureusement j'ai un chargeur aimanté. Et pour autant j'ai un ami qui a commandé aussi chez ce vendeur depuis plus longtemps et le téléphone n'a aucun problème...",4,positif
271,Ras......................,4,positif
272,J’ai très bien aimé ? la qualité incroyable livraison rapide ? très félicitations à vous,5,positif
273,"état général parfait, batterie, écran, comme neuf, conforme et reçu dans les temps, excellent vendeur.",5,positif
274,Incroyable rien à dire,3,neutre
275,Incroyable rien à dire,3,neutre
276,J’adore se produit je recommande de fouuuu.,5,positif
277,"Reçu dans les délais prévus, excellent etat comme neuf, facile d’utilisation.",5,positif
278,car ma fille à adoré le téléphone,5,positif
279,commande parfaite ........,5,positif
280,achat non recommandé la batterie après seulement 4 mois ne tient vraiment pas longtemps.... Vendeur à éviter!,1,négatif
281,"Téléphone acheter en décembre 2023, écran en panne en mai 2024, plusieurs défauts vu par un professionnel à l'intérieur du téléphone donc reconditionnement fait à la va vite.",5,positif
282,"etat impeccable, comme neuf je recommande",5,positif
283,J’ai acheté un soit disant iPhone 12 blanc 128go avec 100%! Quelle n’a pas été ma surprise à la réception ! Je branche l’iPhone sur l’application 3utools et la surprise .l’outil indique une batterie à 84% alors que dans les paramètres de l’iPhone ça indique 100% Le vendeur modifie les valeurs de % batterie avec une machine De plus ce téléphone était à la base de couleur rouge et avait 64go de mémoire Résultat : un téléphone trafiqué Retour à l’envoyeur + remboursement ! Perte de temps inutile,1,négatif
284,j'ai eu des soucies avec le premier commander ...bon disons que j'aurais du recevoir un remboursement des frais de renvois mais qu'importe j'ai eu en retour un super tel qui fonctionne parfaitement .,5,positif
285,NE JAMAIS COMMANDER CHEZ CE VENDEUR LE TÉLÉPHONE ÇA FAIT MOINS D’UN MOIS QUE JE L’AI ACHETÉ IL EST CASSÉ DEVANT ET DERRIÈRE LA VITRE EST BON MARCHÉ JE N’AI JAMAIS EU DE PROBLÈME AVEC MES ANCIENS TÉLÉPHONE EN PLUS DE CELA LA BATTERIE A DIMINUÉ DE 12 % EN 1 MOIS ALORS QU’IL ETAIT À 100%,1,négatif
286,"Apres 1mois d’utilisation la batterie est descendu a 90%, la batterie etait a 100% quand je l’ai recu je trouve que ca descend vite mais ca m’étonne pas vue le prix. Intacte aucune rayure rien, jai recu avec un chargeur complet, une coque anti choc et une vitre de protection deja poser. Rien a redire sur le téléphone mis a pars la batterie",4,positif
287,"Acheter pour ma fille , état impeccable et fonctionne parfaitement",4,positif
288,À ce prix là un vrai IPhone récent avec 128k de mémoire c’est le top pour un étudiant.. Une économie de près de 1000 € par rapport au dernier modèle neuf ça se refuse pas.,5,positif
289,Très bien expédie un job de pro,5,positif
290,Marche parfaitement mais je contaste quand meme que au bout d’un mois la batterie est de98% quand je l’ai eu 100% et quand je charge le chargeur chauffe un peu apres cest un reconditionné mais dans l’ensemble je suis satisfait du telephone propre sans trace,5,positif
291,"Bonjour, reconditionnement de mauvaise qualité au niveau de la batterie (capacité de la batterie médiocre) écran qui se décolle. Un Acheteur Fred déçu!",1,négatif
292,"Top, livraison rapide, téléphone en très bon état",5,positif
293,Produit de qualité et conforme a l’annonce,4,positif
294,"Produit arrivé en seulement deux jours, en excellent état juste là touche silencieuse qui était légèrement sale et le câble de chargement à part tout est nickel batterie à 100% c parfait merci",5,positif
295,Très bon produit. Fonctionne très bien,4,positif
