mot,score_brut,score_positivite
impressionnants,2.5,0.625
impressionne,2.1,0.525
impressionnent,2.1,0.525
impressionner,1.9,0.475
impressionnes,2.1,0.525
impressionnez,2.1,0.525
impressionnisme,0.8,0.2
impressionnismes,0.5,0.125
impressionniste,1.0,0.25
impressionnistes,0.5,0.125
impressionnee,2.1,0.525
impressionnees,2.1,0.525
imprudent,-0.8,0.0
imprudente,-0.8,0.0
imprudentes,-1.7,0.0
imprudents,-1.7,0.0
impuissance,-1.7,0.0
impuissances,-1.7,0.0
impuissant,-0.4,0.0
impuissante,-0.6,0.0
impuissantes,-0.6,0.0
impuissants,-0.6,0.0
impetueuse,-1.4,0.0
impetueuses,-1.4,0.0
impetueux,-1.4,0.0
inacceptable,-2.0,0.0
inacceptables,-1.0,0.0
inaction,-1.0,0.0
inadmissible,-2.0,0.0
inadvertance,-1.2,0.0
inadequat,-1.7,0.0
inadequate,-1.7,0.0
inadequates,-1.7,0.0
inadequats,-1.7,0.0
inamical,-1.5,0.0
inamicale,-1.5,0.0
inamicales,-1.5,0.0
inamicaux,-1.5,0.0
inapprecie,-1.7,0.0
inappreciee,-1.7,0.0
inappreciees,-1.7,0.0
inapprecies,-1.7,0.0
inassouvi,-1.8,0.0
inassouvie,-1.8,0.0
inassouvies,-1.8,0.0
inassouvis,-1.8,0.0
inattractif,-1.9,0.0
inattractive,-1.9,0.0
inattractives,-1.9,0.0
inattratifs,-1.9,0.0
incapable,-0.8,0.0
incapables,-0.8,0.0
incapacite,-1.7,0.0
incarcere,-2.0,0.0
incarceree,-2.0,0.0
incarcerees,-2.0,0.0
incarceres,-2.0,0.0
incertain,-1.2,0.0
incertaine,-1.2,0.0
incertaines,-1.2,0.0
incertains,-1.2,0.0
incertitude,-1.3,0.0
incertitudes,-1.4,0.0
incessant,0.2,0.05
incessante,0.2,0.05
incessantes,0.2,0.05
incessants,0.2,0.05
incitant,-0.8,0.0
incitante,-0.8,0.0
incitantes,-0.8,0.0
incitants,-0.8,0.0
incite,-1.1,0.0
incitent,-1.3,0.0
inciter,-1.7,0.0
incites,-1.1,0.0
incitez,-1.3,0.0
incitee,-1.1,0.0
incitees,-1.1,0.0
incomparable,-0.3,0.0
incomparables,-0.3,0.0
incompatible,-1.0,0.0
incompatibles,-1.0,0.0
incompris,-1.3,0.0
incomprise,-1.3,0.0
incomprises,-1.3,0.0
incompetence,-2.3,0.0
incompetent,-2.1,0.0
incompetente,-2.1,0.0
incompetentes,-2.1,0.0
incompetents,-2.1,0.0
inconfort,-1.6,0.0
inconfortable,-0.8,0.0
inconfortablement,-1.7,0.0
inconfortables,-1.6,0.0
inconsidere,-1.9,0.0
inconsideree,-0.9,0.0
inconsiderees,-1.9,0.0
inconsolable,-2.3,0.0
incontrolable,-1.5,0.0
incontrolablement,-1.5,0.0
incontrolables,-1.5,0.0
incontrole,-1.0,0.0
incontrolee,-1.0,0.0
incontrolees,-1.0,0.0
incontroles,-1.0,0.0
inconvenience,-1.5,0.0
inconvenient,-0.5,0.0
inconveniente,-1.4,0.0
inconvenientes,-1.4,0.0
inconvenients,-1.4,0.0
incroyable,0.4,0.1
incroyablement,2.1,0.525
incroyables,0.8,0.2
incredule,-0.8,0.0
incredules,-0.8,0.0
indestructible,0.6,0.15
indestructibles,0.6,0.15
indiffenrente,-0.9,0.0
indifference,-0.2,0.0
indifferent,-0.3,0.0
indifferente,-0.8,0.0
indifferentes,-0.4,0.0
indifferents,-0.4,0.0
indigent,-1.4,0.0
indigente,-1.4,0.0
indigentes,-1.4,0.0
indigents,-1.4,0.0
indignation,-2.4,0.0
indigne,-0.9,0.0
indignes,-0.9,0.0
indignee,-0.9,0.0
indignees,-0.9,0.0
indimidante,-1.9,0.0
indimidantes,-1.9,0.0
indiscret,-0.8,0.0
indiscrets,-0.8,0.0
indiscrete,-0.8,0.0
indiscretes,-0.8,0.0
indoctrines,-0.6,0.0
indolent,-1.6,0.0
indolente,-1.6,0.0
indolentes,-1.6,0.0
indolents,-1.6,0.0
indolore,1.2,0.3
indolores,1.2,0.3
indulgence,1.5,0.375
indulgent,0.6,0.15
indulgente,0.6,0.15
indulgentes,0.6,0.15
indulgents,0.6,0.15
indecent,-2.8,0.0
indecente,-2.8,0.0
indecentes,-2.8,0.0
indecents,-2.8,0.0
indecis,-1.0,0.0
indecise,-1.0,0.0
indecises,-1.0,0.0
indecisif,-1.0,0.0
indecisifs,-1.0,0.0
indecision,-0.3,0.0
indecisions,-0.5,0.0
indecisive,-1.0,0.0
indecisivement,-0.7,0.0
indecisives,-1.0,0.0
independant,1.2,0.3
indesirable,-1.9,0.0
indesirables,-1.9,0.0
inefficace,-0.5,0.0
inefficacement,-1.3,0.0
inefficaces,-0.5,0.0
inefficacite,-1.3,0.0
ineptie,-1.7,0.0
inepties,-1.7,0.0
infaillible,0.5,0.125
infaillibles,0.5,0.125
infamie,-2.6,0.0
infamies,-2.3,0.0
infect,-0.9,0.0
infecte,-2.2,0.0
infectes,-2.2,0.0
infects,-0.9,0.0
infectee,-2.2,0.0
infectees,-2.2,0.0
infernal,-3.2,0.0
infernale,-3.2,0.0
infernales,-3.2,0.0
infernaux,-3.2,0.0
influencer,-2.3,0.0
influent,1.9,0.475
influente,1.9,0.475
influentes,1.9,0.475
influents,1.9,0.475
infortune,-1.8,0.0
infraction,-0.6,0.0
infractions,-1.4,0.0
infructueuse,-1.5,0.0
infructueusement,-1.7,0.0
infructueuses,-1.5,0.0
infructueux,-1.5,0.0
infame,-3.1,0.0
infames,-3.1,0.0
inferieur,-1.7,0.0
inferieure,-1.7,0.0
inferieurement,-2.0,0.0
inferieures,-1.7,0.0
inferieurs,-1.7,0.0
inferiorite,-0.6,0.0
inferiorites,-0.6,0.0
ingrat,-2.0,0.0
ingrate,-2.0,0.0
ingratement,-1.8,0.0
ingrates,-2.0,0.0
ingratitude,-1.6,0.0
ingrats,-2.0,0.0
ingenieuse,1.7,0.425
ingenieuses,1.7,0.425
ingenieux,1.7,0.425
inhiber,-1.6,0.0
inhibitant,-0.4,0.0
inhibite,-0.9,0.0
inhibites,-0.9,0.0
inhibiteur,-0.3,0.0
inhibiteurs,-1.0,0.0
inhibiteuses,-0.1,0.0
inhibitez,-0.9,0.0
inhibitif,-1.4,0.0
inhibitifs,-1.4,0.0
inhibition,-1.5,0.0
inhibitions,-0.8,0.0
inhibitive,-1.4,0.0
inhibitives,-1.4,0.0
inhibitoire,-1.0,0.0
inhibitoires,-1.0,0.0
inhibe,-0.4,0.0
inhibee,-0.4,0.0
inhibees,-0.4,0.0
inhibes,-0.4,0.0
inimpressionnant,-1.4,0.0
inimpressionne,-1.4,0.0
inimpressionnee,-1.4,0.0
inimpressionnes,-1.4,0.0
inimpressionees,-1.4,0.0
inintelligent,-2.0,0.0
inintelligente,-2.0,0.0
inintelligentes,-2.0,0.0
inintelligents,-2.0,0.0
injuste,-1.1,0.0
injustes,-1.1,0.0
injustice,-1.1,0.0
injustices,-1.5,0.0
innocemment,1.4,0.35
innocence,1.6,0.4
innocent,0.4,0.1
innocente,0.9,0.225
innocentent,1.6,0.4
innocenter,0.1,0.025
innocentes,0.9,0.225
innocenteur,0.9,0.225
innocentez,0.8,0.2
innocentons,1.6,0.4
innocents,1.1,0.275
innocentee,0.9,0.225
innocentees,0.9,0.225
innovation,1.6,0.4
innove,2.0,0.5
innovent,2.0,0.5
innover,2.2,0.55
innoves,2.0,0.5
innovez,2.0,0.5
innovons,2.0,0.5
inoffensif,1.0,0.25
inoffensifs,1.0,0.25
inoffensive,1.0,0.25
inoffensives,1.0,0.25
inoffensivite,0.8,0.2
inopportun,-1.7,0.0
inopportune,-1.7,0.0
inopportunes,-1.7,0.0
inopportuns,-1.7,0.0
inquiet,-1.2,0.0
inquiets,-1.2,0.0
inquisiteur,0.7,0.175
inquisiteurs,0.7,0.175
inquisition,-1.2,0.0
inquisitrice,0.7,0.175
inquisitrices,0.7,0.175
inquiete,-1.2,0.0
inquietes,-1.2,0.0
inquietant,-0.8,0.0
inquietante,-0.8,0.0
inquietantes,-0.8,0.0
inquietants,-0.8,0.0
inquieter,-1.9,0.0
inquietude,-1.7,0.0
inquietudes,-1.8,0.0
inquietee,-1.2,0.0
inquietees,-0.6,0.0
insanite,-2.7,0.0
insatisfaction,-2.2,0.0
insatisfactions,-1.9,0.0
insatisfait,-0.8,0.0
insatisfaite,-0.8,0.0
insatisfaites,-0.8,0.0
insatisfaits,-0.8,0.0
insensibilite,-1.8,0.0
insensible,-0.9,0.0
insensibles,-0.9,0.0
insense,-1.5,0.0
insensee,-1.5,0.0
insensees,-1.5,0.0
insenses,-1.5,0.0
insignifiant,-0.1,0.0
insignifiante,-0.1,0.0
insignifiantes,-0.1,0.0
insignifiants,-0.1,0.0
insincerite,-1.4,0.0
insipide,-0.8,0.0
insipides,-0.8,0.0
insistant,-1.1,0.0
insistante,-1.1,0.0
insistantes,-1.1,0.0
insistants,-1.1,0.0
insolite,-1.5,0.0
insolites,-1.5,0.0
insomnie,-1.6,0.0
insouciant,0.6,0.15
insouciante,0.6,0.15
insoumis,-1.2,0.0
insoumise,-1.2,0.0
insoumises,-1.2,0.0
insoutenable,-3.3,0.0
inspirant,2.3,0.575
inspirante,2.3,0.575
inspirantes,2.3,0.575
inspirants,2.3,0.575
inspirateur,1.9,0.475
inspirateurs,1.2,0.3
inspiration,2.4,0.6
inspirations,2.1,0.525
inspiratoire,1.5,0.375
inspire,2.2,0.55
inspirent,1.9,0.475
inspirer,2.7,0.675
inspires,2.2,0.55
inspirez,1.9,0.475
inspirons,1.9,0.475
inspiree,2.2,0.55
inspirees,2.2,0.55
instable,-1.5,0.0
instables,-1.5,0.0
instoppable,-0.8,0.0
instoppables,-0.8,0.0
insuffisance,-1.7,0.0
insuffisances,-1.7,0.0
insultant,-2.2,0.0
insultante,-2.2,0.0
insultantes,-2.2,0.0
insultants,-2.2,0.0
insulte,-2.3,0.0
insulter,-2.3,0.0
insultes,-2.3,0.0
insulteur,-2.0,0.0
insulteurs,-2.0,0.0
insulteuse,-2.0,0.0
insulteuses,-2.0,0.0
insultee,-2.3,0.0
insultees,-2.3,0.0
insupportable,-2.0,0.0
insurrection,-1.8,0.0
insurrectionnel,-1.7,0.0
insurrectionnelle,-1.7,0.0
insurrectionnelles,-1.7,0.0
insurrectionnels,-1.7,0.0
insecurite,-1.8,0.0
insecurites,-1.8,0.0
intacte,0.8,0.2
intactes,0.8,0.2
intellect,2.0,0.5
intellects,1.8,0.45
intellectualisant,0.8,0.2
intellectualisation,1.5,0.375
intellectualise,1.2,0.3
intellectualisent,1.8,0.45
intellectualiser,1.5,0.375
intellectualises,1.2,0.3
intellectualisez,1.8,0.45
intellectualisons,1.8,0.45
intellectualiste,2.0,0.5
intellectualistes,0.8,0.2
intellectualisee,1.2,0.3
intellectualisees,1.2,0.3
intellectualite,1.7,0.425
intellectualites,1.7,0.425
intellectuel,2.3,0.575
intellectuelle,2.3,0.575
intellectuelles,2.3,0.575
intellectuels,0.8,0.2
intelligemment,0.5,0.125
intelligence,0.7,0.175
intelligences,0.7,0.175
intelligent,0.6,0.15
intelligente,0.6,0.15
intelligentes,0.6,0.15
intelligents,0.6,0.15
intelligible,1.5,0.375
intelligibles,1.5,0.375
intense,0.3,0.075
intenses,0.3,0.075
interdictions,-1.3,0.0
interdire,-0.7,0.0
interdisant,-1.9,0.0
interdit,-1.8,0.0
interdite,-1.8,0.0
interdites,-1.8,0.0
interdits,-1.8,0.0
interroge,-1.6,0.0
interrogee,-1.6,0.0
interrogees,-1.6,0.0
interroges,-1.6,0.0
interrompant,-1.2,0.0
interrompent,-1.3,0.0
interrompez,-1.3,0.0
interrompre,-1.4,0.0
interromps,-1.3,0.0
interrompt,-1.3,0.0
interrompu,-1.2,0.0
interrompue,-1.2,0.0
interrompues,-1.2,0.0
interrompus,-1.2,0.0
interruptible,-1.3,0.0
interruptibles,-1.3,0.0
interruptif,-1.4,0.0
interruptifs,-1.4,0.0
interruption,-1.5,0.0
interruptions,-1.7,0.0
interruptive,-1.4,0.0
interruptives,-1.4,0.0
intimidant,-1.9,0.0
intimidants,-1.9,0.0
intimidation,-1.8,0.0
intimidations,-1.4,0.0
intimide,-1.9,0.0
intimident,-1.3,0.0
intimider,-0.8,0.0
intimides,-1.9,0.0
intimidez,-1.3,0.0
intimidons,-1.3,0.0
intimidee,-1.9,0.0
intimidees,-1.9,0.0
intoxication,-2.8,0.0
intoxications,-2.4,0.0
intrigue,0.9,0.225
intriguent,0.9,0.225
intrigues,0.9,0.225
intriguez,0.9,0.225
intrepide,2.3,0.575
intrepides,2.3,0.575
integrite,1.6,0.4
interessant,1.7,0.425
interessante,1.7,0.425
interessantes,1.7,0.425
interessants,1.7,0.425
interesser,2.0,0.5
interesse,1.7,0.425
interessee,1.7,0.425
interessees,1.7,0.425
interesses,1.7,0.425
interet,2.0,0.5
interets,1.0,0.25
inutile,-1.8,0.0
inutilement,-1.5,0.0
inutiles,-1.8,0.0
inutilite,-1.6,0.0
invalide,-1.9,0.0
invalidee,-1.9,0.0
invalidees,-1.9,0.0
invalides,-1.9,0.0
invincible,2.2,0.55
invincibles,2.2,0.55
invitant,1.3,0.325
invitante,1.3,0.325
invitantes,1.3,0.325
invitants,1.3,0.325
inviter,0.6,0.15
invulnerable,1.3,0.325
invulnerables,1.3,0.325
inebranlable,0.5,0.125
inebranlables,0.5,0.125
inegal,-1.4,0.0
inegalable,-0.3,0.0
inegalables,-0.3,0.0
inegale,0.5,0.125
inegales,0.5,0.125
inegalee,0.5,0.125
inegalees,0.5,0.125
inegaux,-1.4,0.0
ironie,-0.2,0.0
ironique,-0.5,0.0
ironiques,-0.5,0.0
irrationalisme,-1.5,0.0
irrationaliste,-2.1,0.0
irrationalistes,-1.5,0.0
irrationalite,-1.7,0.0
irrationalites,-1.5,0.0
irrationnaux,-1.1,0.0
irrationnel,-1.4,0.0
irrationnelle,-1.4,0.0
irrationnellement,-1.6,0.0
irrationnelles,-0.6,0.0
irrationnels,-1.4,0.0
irresponsable,-1.9,0.0
irresponsables,-1.9,0.0
irritabilite,-0.7,0.0
irritabilites,-1.7,0.0
irritable,-0.5,0.0
irritables,-0.5,0.0
irritant,-1.1,0.0
irritante,-2.3,0.0
irritantes,-2.3,0.0
irritants,-2.3,0.0
irritation,-2.3,0.0
irritations,-1.5,0.0
irrite,-2.0,0.0
irritent,-1.7,0.0
irriter,-1.8,0.0
irrites,-2.0,0.0
irritez,-1.7,0.0
irritons,-1.7,0.0
irritee,-2.0,0.0
irritees,-2.0,0.0
irreflechi,-0.8,0.0
irreflechie,-0.8,0.0
irreflechies,-0.8,0.0
irreflechis,-0.8,0.0
irresistible,1.4,0.35
irresistibles,1.4,0.35
irresolu,-1.4,0.0
irresolue,-1.4,0.0
irresolues,-1.4,0.0
irresolus,-1.4,0.0
irreversible,-0.8,0.0
irreversibles,-0.8,0.0
isolateur,-0.4,0.0
isolateurs,-0.4,0.0
isolation,-1.7,0.0
isolationnisme,0.4,0.1
isolationniste,0.7,0.175
isolations,-0.5,0.0
isolatrice,-0.4,0.0
isolatrices,-0.4,0.0
isole,-1.3,0.0
isolent,-1.3,0.0
isoler,-0.8,0.0
isoles,-1.3,0.0
isolez,-1.3,0.0
isolons,-1.3,0.0
isolee,-1.3,0.0
isolees,-1.3,0.0
ivre,-1.4,0.0
ivres,-1.4,0.0
jalouse,-2.0,0.0
jalousement,-2.0,0.0
jalouses,-2.0,0.0
jalousie,-0.6,0.0
jalousies,-2.0,0.0
jaloux,-2.0,0.0
je-sais-tout,-2.1,0.0
jeter,-1.6,0.0
jeteur,-0.8,0.0
jeteurs,-0.8,0.0
jeteuse,-0.8,0.0
jeteuses,-0.8,0.0
jetez,-1.7,0.0
jetons,-1.7,0.0
jette,-1.7,0.0
jettes,-1.7,0.0
jete,-1.7,0.0
jetee,-1.7,0.0
jetees,-1.7,0.0
jetes,-1.7,0.0
joie,0.3,0.075
joies,2.2,0.55
joker,0.5,0.125
joli,2.2,0.55
jolie,2.2,0.55
jolis,2.2,0.55
jouable,1.8,0.45
jouant,0.8,0.2
joue,1.4,0.35
jouent,1.0,0.25
jouer,1.4,0.35
joues,1.4,0.35
joueur,1.9,0.475
joueurs,1.9,0.475
joueuse,1.9,0.475
joueuses,1.9,0.475
jouez,1.0,0.25
jouons,1.0,0.25
jouee,1.4,0.35
jouees,1.4,0.35
jovial,0.6,0.15
joviale,0.6,0.15
joviales,0.6,0.15
joviaux,0.6,0.15
joyau,1.5,0.375
joyaux,2.0,0.5
joyeuse,2.6,0.65
joyeux,2.6,0.65
joystick,0.7,0.175
joysticks,0.2,0.05
jubilant,3.0,0.75
jubilante,3.0,0.75
jubilantes,3.0,0.75
jubilants,3.0,0.75
judicieuse,1.7,0.425
judicieusement,1.8,0.45
judicieuses,1.7,0.425
judicieux,1.7,0.425
jugement,0.6,0.15
jugements,0.3,0.075
jurant,-1.0,0.0
jure,0.2,0.05
jurent,0.2,0.05
jurer,-0.2,0.0
jures,0.2,0.05
jurez,0.2,0.05
jurons,0.2,0.05
juste,1.3,0.325
justice,2.4,0.6
justifie,0.8,0.2
justifient,1.6,0.4
justifier,0.3,0.075
justifies,0.8,0.2
justifiez,1.6,0.4
justifions,1.6,0.4
justifiee,0.8,0.2
justifiees,0.8,0.2
juvenile,1.3,0.325
juveniles,1.3,0.325
killi,-0.1,0.0
killis,-0.1,0.0
kiss,1.8,0.45
lacerer,-1.1,0.0
lacere,-0.9,0.0
laceree,-0.9,0.0
lacerees,-0.9,0.0
laceres,-0.9,0.0
ladre,-1.8,0.0
ladres,-1.8,0.0
lag,-1.4,0.0
lagge,-1.2,0.0
laggee,-1.2,0.0
laggees,-1.2,0.0
lagges,-1.2,0.0
lags,-1.5,0.0
laid,-2.3,0.0
laide,-2.3,0.0
laides,-2.3,0.0
laideur,-2.7,0.0
laideurs,-2.5,0.0
laids,-2.3,0.0
lamentable,-1.5,0.0
lamentablement,-1.5,0.0
lamentables,-1.5,0.0
lamentation,-1.4,0.0
lamentations,-1.9,0.0
lamente,-1.4,0.0
lamentent,-1.5,0.0
lamenter,-2.0,0.0
lamentes,-1.4,0.0
lamentez,-1.5,0.0
lamentons,-1.5,0.0
lamentee,-1.4,0.0
lamentees,-1.4,0.0
lance,0.5,0.125
lancee,0.5,0.125
lancees,0.5,0.125
lances,0.5,0.125
largement,1.9,0.475
larme,-0.9,0.0
larmes,-0.9,0.0
las,-1.6,0.0
lasse,-1.6,0.0
lasses,-1.6,0.0
lassee,-1.6,0.0
lassees,-1.6,0.0
lauriers,2.3,0.575
laureat,2.3,0.575
laureate,2.3,0.575
laureates,2.4,0.6
laureats,2.4,0.6
lawl,1.4,0.35
leurrer,-1.5,0.0
leurre,-1.8,0.0
leurree,-1.8,0.0
leurrees,-1.8,0.0
leurres,-1.8,0.0
libertaire,0.9,0.225
libertaires,0.9,0.225
libertarisme,0.4,0.1
libertarismes,0.1,0.025
libertin,-0.9,0.0
libertinage,0.2,0.05
libertines,-0.5,0.0
libertinismes,1.2,0.3
libertins,-0.9,0.0
liberte,1.2,0.3
libertes,0.6,0.15
libre,2.3,0.575
libre-penser,1.1,0.275
libre-penseur,1.0,0.25
libre-penseurs,1.0,0.25
librement,1.9,0.475
libres,2.3,0.575
libere,1.7,0.425
liberee,1.7,0.425
liberees,1.7,0.425
liberes,1.7,0.425
lieu sur,1.4,0.35
limitation,-1.2,0.0
limite,-0.9,0.0
limitee,-0.9,0.0
limitees,-0.9,0.0
limites,-0.9,0.0
litigieuse,-0.8,0.0
litigieuses,-0.8,0.0
litigieux,-0.8,0.0
livide,-2.5,0.0
livides,-2.5,0.0
lmao,2.9,0.725
lobby,0.1,0.025
loche,-0.9,0.0
loches,-0.9,0.0
lol,1.8,0.45
lolo,-0.9,0.0
lolos,-0.9,0.0
looser,-2.4,0.0
loosers,-2.4,0.0
loser,-2.4,0.0
losers,-2.4,0.0
louable,2.6,0.65
louables,2.6,0.65
louer,0.9,0.225
loupe,-1.2,0.0
loupee,-1.2,0.0
loupees,-1.2,0.0
loupes,-1.2,0.0
lourd,-0.8,0.0
lourde,-1.2,0.0
lourdes,-1.2,0.0
lourds,-1.2,0.0
loue,0.9,0.225
louee,0.9,0.225
louees,0.9,0.225
loues,0.9,0.225
loyal,0.6,0.15
loyale,2.1,0.525
loyalement,0.9,0.225
loyales,2.1,0.525
loyalisme,1.0,0.25
loyalismes,0.9,0.225
loyaliste,1.5,0.375
loyalistes,1.1,0.275
loyaute,2.5,0.625
loyautes,1.9,0.475
loyaux,2.1,0.525
lugubre,-1.1,0.0
lugubres,-2.1,0.0
lulz,2.0,0.5
luminosite,1.6,0.4
luminosites,0.4,0.1
lunatique,-2.2,0.0
lunatiques,-2.2,0.0
lutte,-1.4,0.0
luttent,-1.5,0.0
lutter,-1.3,0.0
luttes,-1.4,0.0
lutteur,-1.1,0.0
lutteurs,-1.4,0.0
lutteuse,-1.1,0.0
lutteuses,-1.4,0.0
luttez,-1.5,0.0
luttons,-1.5,0.0
luttee,-1.4,0.0
luttees,-1.4,0.0
lache,-2.0,0.0
lacher,-1.1,0.0
lese,-2.8,0.0
leses,-2.8,0.0
legal,0.5,0.125
legale,0.5,0.125
legalement,0.4,0.1
legales,0.5,0.125
legaux,0.5,0.125
leger,1.8,0.45
legers,1.8,0.45
legitimement,1.0,0.25
legere,1.8,0.45
legeres,1.8,0.45
lesee,-2.8,0.0
lesees,-2.8,0.0
lethargie,-1.4,0.0
lethargique,-1.2,0.0
lethargiques,-1.2,0.0
madame-je-sais-tout,-1.8,0.0
magnification,1.0,0.25
magnifications,1.2,0.3
magnificence,2.4,0.6
magnificences,2.3,0.575
magnifico,1.8,0.45
magnificoes,1.4,0.35
magnifique,2.3,0.575
magnifiquement,0.8,0.2
magnifiques,2.3,0.575
majeste,2.4,0.6
majestes,2.1,0.525
majoritairement,-0.5,0.0
mal lu,-1.1,0.0
mal lue,-1.1,0.0
mal lues,-1.1,0.0
mal lus,-1.1,0.0
mal,-0.7,0.0
malade,-0.9,0.0
malades,-0.9,0.0
maladie,-1.7,0.0
maladies,-2.2,0.0
maladif,-2.4,0.0
maladifs,-2.4,0.0
maladive,-2.4,0.0
maladives,-2.4,0.0
maladroitement,-2.0,0.0
malaise,-1.7,0.0
malaises,-1.8,0.0
malchanceuse,-1.4,0.0
malchanceuses,-1.4,0.0
malchanceux,-1.4,0.0
malcompris,-1.3,0.0
malcomprise,-1.3,0.0
malcomprises,-1.3,0.0
malenconteux,-2.0,0.0
malencontreuse,-2.0,0.0
malencontreusement,-1.4,0.0
malencontreuses,-2.0,0.0
malfaisant,-3.4,0.0
malfaisante,-3.4,0.0
malfaisantes,-3.4,0.0
malfaisants,-1.4,0.0
malfaiteur,-2.6,0.0
malfaiteurs,-3.4,0.0
malfaiteuse,-2.6,0.0
malfaiteuses,-1.0,0.0
malheureuse,-0.7,0.0
malheureusement,-0.7,0.0
malheureuses,-0.7,0.0
malheureux,-0.7,0.0
malheurs,-1.4,0.0
malhonnete,-0.9,0.0
malhonnetes,-2.7,0.0
malice,-1.5,0.0
malices,-0.8,0.0
malicieusement,1.6,0.4
maligne,1.7,0.425
malignes,1.7,0.425
malin,1.7,0.425
malins,1.7,0.425
malintentionne,-2.9,0.0
malintentionnee,-2.9,0.0
malintentionnees,-2.9,0.0
malintentionnes,-2.9,0.0
malpoliment,-2.2,0.0
malpolitesse,-1.5,0.0
malsain,-2.4,0.0
malsaine,-2.4,0.0
malsaines,-2.4,0.0
malsains,-2.4,0.0
maltraiter,-1.4,0.0
maltraite,-1.1,0.0
maltraitee,-2.6,0.0
maltraitees,-2.6,0.0
maltraites,-2.6,0.0
malveillance,-2.4,0.0
malveillant,-1.4,0.0
malveillante,-1.4,0.0
malveillantes,-1.4,0.0
malveillants,-1.4,0.0
maniaque,-2.1,0.0
maniaques,-1.2,0.0
manifestation,-1.3,0.0
manifestations,-2.3,0.0
manipulant,-1.5,0.0
manipulation,-1.2,0.0
manipule,-1.6,0.0
manipulee,-0.8,0.0
manipules,-1.6,0.0
manquant,-1.2,0.0
manquante,-1.2,0.0
manquantes,-1.2,0.0
manquants,-1.2,0.0
manque,-0.3,0.0
manquent,-0.9,0.0
manquer,-1.3,0.0
manques,-0.5,0.0
manquez,-0.9,0.0
marchander,0.8,0.2
mariole,-1.1,0.0
marioles,-1.8,0.0
marquant,3.0,0.75
marquante,3.0,0.75
marquantes,3.0,0.75
marquants,3.0,0.75
marrant,2.2,0.55
marrante,2.9,0.725
marrantes,2.9,0.725
marrants,2.9,0.725
marre,-1.8,0.0
masochip,-2.2,0.0
masochisme,-1.6,0.0
masochismes,-1.1,0.0
masochiste,-1.7,0.0
masochistes,-1.2,0.0
masochistiquement,-1.6,0.0
masterpiece,3.1,0.775
masterpieces,2.5,0.625
maudire,-2.5,0.0
maudit,-0.8,0.0
maussade,-0.3,0.0
maussadement,-1.3,0.0
maussades,-0.3,0.0
mauvais,-1.2,0.0
mauvaise,-2.6,0.0
mauvaises,-2.6,0.0
mauviette,-0.7,0.0
mauviettes,-0.3,0.0
maitresse,2.8,0.7
maitresses,2.8,0.7
mdr,2.9,0.725
mdrr,2.9,0.725
mdrrr,2.9,0.725
meh,-0.3,0.0
meilleur,3.2,0.8
meilleure,3.2,0.8
menace,-0.8,0.0
menacent,-1.6,0.0
menacer,-0.5,0.0
menaces,-0.8,0.0
menaceur,-1.4,0.0
menaceurs,-1.8,0.0
menaceuse,-1.4,0.0
menaceuses,-1.8,0.0
menacez,-1.6,0.0
menacee,-0.8,0.0
menacees,-0.8,0.0
menacant,-0.7,0.0
menacante,-0.7,0.0
menacantes,-0.7,0.0
menacants,-0.7,0.0
menacons,-1.6,0.0
mensonges,-1.8,0.0
mentant,-2.4,0.0
menteur,-2.3,0.0
menteurs,-2.3,0.0
menteuse,-2.3,0.0
menteuses,-2.3,0.0
merci,1.5,0.375
merde,-0.5,0.0
merdes,-2.1,0.0
merdeuse,-2.6,0.0
merdeuses,-2.6,0.0
merdeux,-2.6,0.0
merdique,-1.3,0.0
merdiques,-2.6,0.0
merveille,1.8,0.45
merveilles,2.0,0.5
merveilleuse,1.4,0.35
merveilleusement,2.7,0.675
merveilleuses,1.4,0.35
merveilleux,1.4,0.35
mesquin,-0.4,0.0
mesquine,-0.4,0.0
mesquines,-0.4,0.0
mesquins,-0.4,0.0
meurtre,-3.7,0.0
meurtres,-1.5,0.0
meurtrier,-3.6,0.0
meurtriers,-3.3,0.0
meurtrieres,-3.3,0.0
meutriere,-3.6,0.0
mieux,1.3,0.325
mignon,2.0,0.5
mignonne,2.0,0.5
mignonnerie,2.3,0.575
mignonneries,1.9,0.475
mignonnes,2.0,0.5
mignons,2.0,0.5
minable,-1.2,0.0
minables,-1.2,0.0
mince,-2.4,0.0
mine,1.5,0.375
mines,1.4,0.35
minus,-1.5,0.0
minuscule,0.3,0.075
minuscules,0.3,0.075
miracle,2.8,0.7
miseres,-2.7,0.0
miserable,-2.2,0.0
miserablement,-2.1,0.0
miserables,-2.2,0.0
misericorde,0.1,0.025
misericordes,-0.5,0.0
mievre,2.1,0.525
mievres,2.1,0.525
mmk,0.6,0.15
moche,-2.3,0.0
moches,-2.3,0.0
mochete,-2.7,0.0
mochetes,-2.5,0.0
mode,0.9,0.225
modere,-1.3,0.0
moderent,-1.3,0.0
moderes,-1.3,0.0
moderer,-1.8,0.0
moderez,-1.3,0.0
moderons,-1.3,0.0
molle,-1.7,0.0
molles,-1.7,0.0
monopolisant,-0.5,0.0
monopolise,-0.9,0.0
monopolisent,-1.1,0.0
monopoliser,-0.8,0.0
monopolises,-0.9,0.0
monopolisez,-1.1,0.0
monopolisee,-0.9,0.0
